zcta,median_household_income,housing_age
19053,107780,53
19054,104713,68
19055,92476,69
19056,111594,69
19057,93738,69
19060,185043,29
19061,82005,66
19063,127368,56
19064,136893,71
19066,250001,88
19067,133630,50
19070,95795,70
19072,172550,81
19073,134839,50
19074,96134,75
19075,120813,73
19076,64231,77
19078,94681,71
19079,67454,70
19081,134135,72
19082,57108,82
19083,124523,77
19085,250001,63
19086,148920,65
19087,171179,58
19090,99928,65
19094,64150,69
19095,97727,65
19096,186277,73
19102,102093,55
19103,99644,69
19104,38814,78
19106,121047,62
19107,69105,86
19108,193654,88
19111,61138,69
19114,77708,57
19115,70054,59
19116,67535,56
19118,109649,79
19119,92651,88
19120,54000,81
19121,38516,65
19122,63676,34
19123,102106,35
19124,45314,83
19125,109554,88
19126,53176,84
19127,102106,78
19128,93173,65
19129,80606,73
19130,112037,69
19131,48393,77
19132,32823,88
19133,31034,88
19134,44066,88
19135,53138,75
19136,56687,71
19137,76739,88
19138,57744,83
19139,40947,88
19140,36226,88
19141,43998,85
19142,38376,88
19143,43244,88
19144,53161,88
19145,71965,86
19146,103059,81
19147,105755,88
19148,82605,88
19149,58496,72
19150,66936,71
19151,54634,84
19152,59408,66
19153,55213,61
19154,95027,60
19301,167348,54
19310,82371,43
19311,155771,26
19312,204384,57
19317,174408,39
19320,90601,46
19330,109779,43
19333,173107,56
19335,143249,39
19341,121680,35
19342,132688,31
19343,160256,39
19344,86890,36
19348,123526,44
19350,144375,35
19352,165365,29
19355,169417,42
19358,71875,83
19362,89302,34
19363,107067,36
19365,104728,43
19369,132730,666668692
19372,115438,36
19373,192708,36
19375,250001,88
19380,122899,45
19382,132091,47
19383,23514,33
19390,128858,32
19401,69908,66
19403,104071,48
19405,83859,64
19406,116847,49
19422,158288,42
19425,211739,25
19426,151748,33
19428,122835,58
19435,111667,59
19436,77159,57
19437,215817,44
19438,138134,38
19440,99408,48
19444,147418,51
19446,106310,48
19453,80583,68
19454,118177,41
19456,205500,69
19460,124050,43
19462,137535,60
19464,79787,65
19465,107825,50
19468,108534,34
19472,113056,60
19473,138819,37
19475,97146,55
19492,58233,45
19501,110179,73
19503,77411,65
19504,98859,48
19505,95500,56
19506,106422,42
19507,93177,50
19508,84826,51
19510,117719,29
19511,50357,88
19512,79885,58
19516,83000,88
19518,114181,38
19520,100088,48
19522,97507,46
19525,140403,30
19526,69483,52
19529,94286,60
19530,71554,52
19533,105179,51
19534,80357,50
19536,55347,88
19538,48884,88
19539,107656,51
19540,100000,47
19541,107625,40
19543,112750,25
19544,106563,69
19545,90188,88
19547,89948,45
19549,61563,88
19550,58958,63
19551,90504,54
19554,81850,70
19555,89583,64
19559,100227,88
19560,80769,63
19562,80407,67
19564,101571,88
19565,96325,45
19567,91458,49
19601,40973,88
19602,34582,88
19604,52905,88
19605,92648,57
19606,85557,51
19607,81346,56
19608,110173,35
19609,82576,68
19610,87374,50
19611,63331,83
19701,111198,31
19702,92446,33
19703,76939,63
19706,83681,63
19707,172696,42
19709,132956,21
19711,95403,48
19713,76493,54
19720,75403,54
19730,112083,81
19731,71282,88
19732,236000,47
19733,82604,88
19734,127803,22
19801,52810,66
19802,53812,75
19803,135218,66
19804,79701,69
19805,60221,78
19806,88855,72
19807,153341,59
19808,94234,55
19809,81288,69
19810,112775,58
19901,66388,40
19904,66908,36
19930,125491,38
19931,99375,76
19933,60703,28
19934,87125,29
19936,34135,46
19938,99596,27
19939,89806,28
19940,65024,34
19941,75139,30
19943,73925,33
19944,121250,41
19945,87638,21
19946,80459,31
19947,71229,32
19950,75305,36
19951,95546,21
19952,76791,33
19953,81792,35
19954,60345,51
19955,44634,24
19956,65603,36
19958,97197,23
19960,67200,33
19962,104260,22
19963,71108,37
19964,99402,24
19966,78305,23
19967,98301,11
19968,87163,21
19970,94103,22
19971,102146,32
19973,64387,39
19975,88568,23
19977,76826,24
19979,72361,45
19980,85272,52
20001,138059,40
20002,120337,75
20003,159846,23
20004,184792,32
20005,116724,56
20006,35011,58
20007,140996,77
20008,125212,73
20009,146664,88
20010,114126,88
20011,110309,81
20012,121418,76
20015,250001,85
20016,178920,74
20017,106300,70
20018,90639,69
20019,58296,68
20020,54032,63
20024,107411,54
20032,49139,60
20036,99832,61
20037,111153,50
20105,219123,14
20106,108469,36
20109,89962,37
20110,118486,40
20111,113879,33
20112,195467,31
20115,142981,43
20117,146120,45
20119,115757,41
20120,152563,34
20121,129947,35
20124,221060,38
20129,250001,30
20130,92560,72
20132,181875,27
20135,114219,45
20136,183750,22
20137,191974,47
20141,210563,24
20143,176250,42
20144,192614,39
20147,163904,23
20148,233494,15
20151,158271,38
20152,197156,20
20155,164279,21
20158,211522,34
20164,135660,44
20165,183076,32
20166,133401,19
20169,203051,20
20170,159466,42
20171,171372,30
20175,174854,30
20176,168299,24
20180,151483,26
20181,164167,39
20184,50278,88
20186,97801,39
20187,176435,35
20190,134746,35
20191,151185,48
20194,170988,36
20197,190703,33
20198,106518,44
20601,117480,37
20602,107360,42
20603,137946,29
20606,88262,53
20607,151427,28
20608,82083,63
20609,118102,40
20611,151607,39
20612,41118,72
20613,151422,22
20616,128177,29
20617,104036,43
20618,105508,49
20619,119432,24
20620,165972,36
20622,124063,41
20623,146058,30
20624,104545,37
20629,87389,24
20630,233411,41
20634,139375,31
20636,163690,33
20637,160121,30
20639,161422,35
20640,100593,50
20645,191429,30
20646,131974,38
20650,143116,29
20653,103048,32
20657,115748,36
20658,104375,58
20659,121654,38
20662,86699,44
20664,88438,51
20670,70371,32
20674,171985,53
20675,127269,44
20676,156657,40
20677,165764,39
20678,125732,33
20684,180060,28
20685,119135,40
20688,102950,29
20689,161833,41
20690,122750,36
20692,201250,31
20693,126033,50
20695,141959,18
20701,85594,11
20705,110351,50
20706,104523,54
20707,107706,42
20708,83367,50
20710,63810,53
20711,113576,38
20712,68846,69
20714,91099,40
20715,143732,60
20716,125034,39
20720,158997,29
20721,163105,31
20722,91875,75
20723,138113,34
20724,118115,34
20732,140304,37
20733,126797,44
20735,126196,38
20736,159851,35
20737,86951,65
20740,77317,51
20743,76466,58
20744,124190,49
20745,75236,52
20746,79330,51
20747,76298,56
20748,83162,60
20751,123951,62
20754,167371,40
20755,103261,28
20758,240847,46
20759,250001,15
20762,87407,40
20763,76842,66
20764,118857,49
20765,149545,76
20769,139773,32
20770,84096,52
20772,139403,33
20774,128259,32
20776,149300,41
20777,226146,42
20778,205974,36
20779,178452,53
20781,86018,64
20782,90205,62
20783,86737,63
20784,86509,64
20785,85994,51
20794,116406,35
20812,213750,88
20814,150996,49
20815,194971,63
20816,232656,67
20817,249332,57
20818,245982,44
20832,168524,40
20833,204375,46
20837,174063,37
20838,250001,58
20839,160329,57
20841,184688,23
20842,204013,47
20850,125950,30
20851,126411,67
20852,122472,42
20853,159080,60
20854,250001,48
20855,149110,43
20861,163438,32
20862,189667,51
20866,140308,41
20868,143333,68
20871,177523,16
20872,141050,43
20874,115022,37
20876,119731,35
20877,92800,42
20878,144313,39
20879,112104,41
20880,134583,74
20882,184136,42
20886,98542,46
20895,173625,68
20896,250001,74
20899,24417,40
20901,131386,69
20902,114486,63
20903,80768,61
20904,96025,43
20905,159740,45
20906,97521,49
20910,112134,59
20912,83870,71
21001,83238,44
21005,125208,43
21009,121660,33
21010,99410,88
21012,139432,46
21013,171354,47
21014,116970,41
21015,137281,35
21017,106831,35
21023,84474,14
21028,137586,53
21029,243542,28
21030,89015,48
21032,168653,39
21034,78047,49
21035,188347,43
21036,218036,42
21037,145787,41
21040,81704,45
21042,190061,39
21043,148125,31
21044,135057,41
21045,118563,48
21046,127813,41
21047,157500,47
21048,131921,45
21050,125208,33
21051,232721,59
21052,77300,33
21053,89497,53
21054,163825,25
21056,250001,66
21057,145924,56
21060,104715,44
21061,87751,54
21071,213500,88
21074,108536,41
21075,135303,26
21076,146869,17
21078,106667,38
21082,145571,65
21084,121509,48
21085,113714,52
21087,129188,54
21090,138119,67
21093,125528,50
21102,135069,44
21104,191804,31
21108,151324,45
21111,136304,47
21113,125639,26
21114,141344,43
21117,101831,33
21120,162052,39
21122,127587,46
21128,128069,26
21130,17336,12
21131,197619,51
21132,132288,49
21133,80480,49
21136,118500,45
21140,170156,45
21144,136684,34
21146,172122,49
21152,121350,41
21153,220179,50
21154,97658,39
21155,123158,59
21157,104966,48
21158,109827,41
21160,106181,44
21161,108094,48
21162,157813,42
21163,134672,25
21201,45640,59
21202,59377,63
21204,99606,51
21205,43176,88
21206,64531,70
21207,67060,65
21208,90131,55
21209,91437,52
21210,112428,73
21211,82828,88
21212,96685,77
21213,51344,88
21214,86366,88
21215,51587,76
21216,42031,88
21217,38409,88
21218,62488,88
21219,110438,57
21220,81817,44
21221,67340,60
21222,64141,71
21223,45840,88
21224,89017,86
21225,54020,73
21226,82635,43
21227,85986,68
21228,112656,57
21229,60047,74
21230,91842,81
21231,85254,88
21234,83517,63
21236,95149,46
21237,91693,46
21239,62650,70
21244,85114,49
21286,93808,62
21401,123381,41
21402,80893,79
21403,123329,47
21405,160703,79
21409,147151,45
21502,60725,69
21520,59852,46
21521,64194,62
21523,59063,76
21524,76417,52
21529,37240,64
21530,63542,55
21531,63750,43
21532,63690,63
21536,64205,42
21538,61250,66
21539,57708,73
21540,81250,88
21541,82955,40
21545,60264,79
21550,64921,46
21555,53266,51
21557,34936,62
21561,73858,43
21562,47500,70
21601,83680,41
21607,91250,38
21610,86250,76
21612,117794,53
21613,53890,57
21617,116898,28
21619,107639,37
21620,80530,46
21622,68750,57
21623,78345,28
21624,89375,88
21625,83250,42
21627,96250,57
21628,115417,25
21629,73956,41
21631,73864,43
21632,61316,50
21634,83250,71
21635,101618,44
21636,73426,34
21638,140086,31
21639,62772,49
21640,53558,40
21641,66875,88
21643,67219,42
21645,86118,63
21647,113472,48
21649,68542,48
21651,74063,39
21652,127930,72
21654,82772,51
21655,90385,47
21657,104940,53
21658,128274,40
21659,73750,42
21660,80469,36
21661,90492,50
21662,137404,45
21663,89775,46
21664,82721,53
21666,123645,38
21667,64122,72
21668,78672,41
21669,116500,41
21671,45125,62
21672,83269,78
21673,68194,44
21678,71023,38
21679,119821,30
21701,106577,40
21702,106983,36
21703,106334,31
21704,161063,19
21710,163864,30
21711,91250,52
21713,96199,49
21714,161806,43
21716,109382,48
21717,158413,88
21718,93500,88
21719,65809,72
21722,88232,47
21723,241250,24
21727,95236,49
21733,109896,53
21734,61392,72
21737,250001,24
21738,250001,34
21740,62873,55
21742,86288,46
21750,60625,53
21754,182188,35
21755,137417,35
21756,101786,35
21757,100500,64
21758,111528,47
21766,62054,31
21767,57940,50
21769,151563,43
21770,183571,38
21771,157302,38
21773,161908,43
21774,171103,28
21776,133409,43
21777,159708,27
21778,76458,47
21780,83785,73
21782,94130,47
21783,100750,50
21784,139395,40
21787,91682,39
21788,98856,48
21790,77656,35
21791,93015,62
21793,121971,44
21794,231466,32
21795,87864,54
21797,189241,41
21798,116607,36
21801,71313,42
21804,73156,44
21811,90082,33
21813,121472,33
21817,55720,55
21821,60341,57
21822,84479,32
21824,90288,88
21826,64946,41
21829,71359,88
21830,112991,28
21835,47083,37
21837,62880,33
21838,88438,48
21842,79876,43
21849,71211,47
21850,79665,31
21851,53162,51
21853,69697,32
21856,88045,43
21861,86027,88
21863,61975,53
21864,82917,47
21865,83155,88
21866,95250,49
21869,62045,70
21871,50524,49
21872,117888,26
21874,78393,41
21875,83665,31
21901,113719,30
21903,78962,45
21904,88136,39
21911,104673,38
21912,69868,37
21913,87813,50
21914,66806,85
21915,95875,51
21917,96750,39
21918,84587,39
21919,106500,45
21920,124146,43
21921,85775,40
22003,138794,58
22015,172563,46
22025,150306,37
22026,124318,25
22027,250001,35
22030,139831,34
22031,134577,46
22032,178394,49
22033,143454,36
22039,250001,38
22041,92636,53
22042,138255,62
22043,145881,51
22044,101034,59
22046,168882,57
22060,105605,28
22066,250001,41
22079,148134,30
22101,250001,51
22102,153949,36
22124,218380,42
22125,161364,33
22134,70268,29
22150,123114,48
22151,156015,64
22152,165906,51
22153,174228,45
22172,109956,30
22180,177111,50
22181,211911,47
22182,205108,39
22191,109316,27
22192,127177,39
22193,117337,41
22201,145000,35
22202,133762,40
22203,140135,34
22204,107941,60
22205,201094,75
22206,140877,62
22207,245745,67
22209,120515,40
22211,238750,88
22213,199306,56
22301,194819,73
22302,123539,62
22303,103656,49
22304,101600,49
22305,113537,67
22306,97132,49
22307,141667,68
22308,212545,62
22309,107376,53
22310,166061,44
22311,87626,52
22312,109272,52
22314,148451,40
22315,159805,35
22401,86230,40
22405,128259,35
22406,129167,23
22407,111129,32
22408,110112,27
22427,81488,44
22432,56250,39
22433,79563,46
22435,50809,40
22437,130139,62
22438,87188,81
22443,64810,42
22448,96000,34
22454,49480,44
22460,65685,51
22469,58500,48
22473,68021,33
22476,53100,49
22480,88438,43
22482,47308,40
22485,117560,25
22488,45313,45
22503,74051,49
22504,93421,71
22508,111357,26
22509,19449,47
22511,48988,51
22514,78792,55
22520,71487,32
22534,105469,26
22535,160259,29
22539,89200,38
22542,108031,25
22546,89247,27
22551,110370,28
22553,135856,27
22554,151480,28
22556,137287,33
22560,61082,44
22567,112813,25
22572,67542,48
22576,104948,42
22578,80783,42
22580,93603,35
22601,64258,56
22602,101398,31
22603,75104,32
22610,81500,35
22611,120381,45
22620,99896,48
22623,67813,34
22624,104375,42
22625,95515,37
22627,97054,45
22630,84631,39
22637,81132,33
22639,87344,48
22640,115673,40
22641,136167,35
22642,114282,33
22644,75606,43
22645,90875,41
22650,72226,48
22652,81722,35
22654,74721,25
22655,109169,30
22656,107135,16
22657,63975,41
22660,67917,49
22663,135046,46
22664,73530,43
22701,97892,30
22709,81912,40
22711,69625,67
22712,103618,31
22713,90795,37
22714,122105,31
22715,87353,53
22716,141458,46
22718,83438,54
22719,81603,58
22720,139500,36
22722,205250,50
22724,143182,31
22726,80703,38
22727,84857,46
22728,120789,43
22731,80208,51
22733,74180,50
22734,80389,44
22735,67536,41
22736,100156,33
22737,99177,34
22738,85139,39
22740,65938,55
22741,142823,35
22742,103447,38
22743,46500,80
22747,90625,48
22801,72067,31
22802,66423,44
22810,72679,43
22811,51477,49
22812,85941,43
22815,74899,40
22821,84603,49
22824,63594,50
22827,70519,49
22830,61038,49
22831,44559,74
22832,64766,57
22834,99926,42
22835,52939,52
22840,95667,29
22841,92862,42
22842,60134,47
22843,89141,40
22844,65974,46
22846,115491,33
22847,88906,25
22849,67261,51
22850,91583,43
22851,53329,52
22853,67083,46
22901,92145,42
22902,93463,44
22903,69340,47
22904,250001,28
22911,128235,29
22920,88028,35
22922,60125,46
22923,118125,29
22931,108438,88
22932,115545,22
22935,118073,45
22936,142338,37
22937,86979,50
22938,108571,40
22939,84209,27
22940,204706,41
22942,87826,32
22943,80875,88
22946,115655,24
22947,136250,28
22948,53007,19
22949,52679,44
22952,75333,39
22958,98284,38
22959,95461,37
22960,85391,42
22963,104259,29
22967,87337,49
22968,88929,30
22969,94659,38
22971,79135,39
22973,76964,40
22974,112344,32
22976,42622,56
22980,63943,49
23002,71813,33
23004,66131,36
23005,89335,38
23009,98581,28
23011,128606,25
23015,113771,35
23024,100962,30
23025,71563,50
23027,95407,36
23030,81250,38
23032,108646,51
23035,68438,52
23038,87083,40
23039,156250,38
23040,52819,35
23043,70625,53
23047,81136,39
23050,39439,30
23055,54082,37
23056,79205,85
23059,157897,22
23060,104468,32
23061,91626,36
23062,58750,56
23063,81553,31
23065,92577,35
23066,84375,54
23068,115733,22
23069,83453,41
23070,122813,31
23071,86500,32
23072,74559,42
23075,55567,56
23076,106367,43
23079,63750,48
23083,82096,33
23084,40833,47
23085,98802,25
23086,89583,22
23089,108802,34
23091,80481,34
23092,98625,31
23093,72798,34
23102,126635,25
23103,145234,27
23106,59028,37
23109,79196,54
23110,69911,57
23111,98969,38
23112,116465,32
23113,142344,34
23114,112738,25
23116,141711,32
23117,89241,33
23119,67083,49
23120,158667,14
23123,50203,52
23124,132060,17
23126,61875,25
23129,142708,33
23138,78475,52
23139,110349,30
23140,97500,28
23141,119535,36
23146,119583,35
23148,67266,40
23149,70743,40
23150,79050,46
23153,122096,22
23156,36179,35
23163,51818,88
23168,137481,25
23169,71964,49
23175,66858,55
23176,76467,36
23177,95255,35
23180,73542,34
23181,95699,53
23185,105431,36
23188,103160,24
23192,110642,38
23219,57507,79
23220,61381,79
23221,99816,83
23222,61345,73
23223,55731,53
23224,50475,58
23225,62949,55
23226,126655,73
23227,69187,58
23228,70260,55
23229,107854,61
23230,74763,47
23231,76505,37
23233,125665,33
23234,66619,49
23235,96083,48
23236,110499,43
23237,79606,42
23238,101523,42
23284,28500,62
23294,64164,46
23301,46680,48
23303,107143,40
23304,118393,72
23306,108438,47
23308,73750,53
23310,62500,46
23314,104029,24
23315,71523,50
23316,74167,44
23320,84305,33
23321,101568,37
23322,134880,35
23323,108730,34
23324,57045,56
23325,69909,51
23336,63464,43
23337,64762,44
23347,146648,25
23350,48712,46
23354,206375,36
23356,101855,21
23358,66250,41
23359,71329,88
23401,36705,88
23405,59663,47
23407,70975,31
23409,66500,35
23410,54050,48
23413,56250,34
23415,46836,42
23416,16688,74
23417,66450,61
23418,54375,55
23420,52831,55
23421,52759,43
23423,55662,58
23430,104065,35
23432,94306,40
23433,140114,45
23434,79877,38
23435,111700,22
23436,202708,36
23437,80833,39
23438,93750,37
23440,35991,48
23442,29583,51
23451,100697,42
23452,79085,51
23453,93838,40
23454,102796,41
23455,94069,46
23456,130533,31
23457,116250,36
23462,69040,43
23464,92468,44
23480,57868,79
23486,92543,78
23487,74243,34
23488,76731,59
23502,63208,59
23503,67649,62
23504,44659,55
23505,58579,65
23507,104295,88
23508,74885,70
23509,72816,71
23510,73524,45
23511,62946,67
23513,68380,61
23517,67375,74
23518,77594,58
23523,35533,58
23601,71279,59
23602,79475,40
23603,88246,41
23604,80047,23
23605,53815,60
23606,72874,44
23607,42334,63
23608,71126,42
23651,97500,88
23661,65446,72
23662,120972,49
23663,54336,58
23664,87412,46
23665,80000,20
23666,72568,42
23669,71222,56
23690,80644,28
23692,109066,39
23693,124433,32
23696,142788,52
23701,62349,60
23702,48835,70
23703,78707,48
23704,49583,63
23707,48926,72
23801,82563,21
23803,57813,52
23805,60807,48
23821,46336,46
23824,55599,48
23827,62727,51
23828,63684,61
23829,88800,35
23830,118030,27
23831,95750,32
23832,111684,32
23833,99495,35
23834,84338,50
23836,100921,32
23837,66645,41
23838,134651,26
23839,59405,42
23840,82153,43
23841,70670,42
23842,103364,39
23843,70481,54
23845,73393,40
23846,94441,33
23847,51168,53
23850,87986,35
23851,70122,51
23856,46932,42
23857,79583,35
23860,62141,52
23866,62000,33
23867,61155,42
23868,45458,57
23872,75913,34
23874,58628,57
23875,74543,36
23876,55469,35
23878,87077,53
23879,51250,45
23881,109531,36
23882,63030,45
23883,76719,48
23885,103849,41
23887,77614,36
23888,66558,50
23889,49730,32
23890,64063,42
23893,56444,36
23894,41071,49
23897,83942,50
23898,80282,43
23899,59792,52
23901,55886,51
23915,50815,45
23917,73965,35
23919,66750,30
